27, Private, 160178, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
67, ?, 188903, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 2414, 0, 40, United-States, <=50K
47, Private, 359766, 7th-8th, 4, Divorced, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
37, Private, 192939, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 60567, 11th, 7, Divorced, Transport-moving, Unmarried, White, Male, 0, 880, 60, United-States, <=50K
50, Private, 176227, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, ?, >50K
27, Private, 29732, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 4865, 0, 36, United-States, <=50K
31, Private, 272856, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 50, England, <=50K
45, Private, 199625, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
44, Local-gov, 189956, Bachelors, 13, Married-civ-spouse, Protective-serv, Wife, Black, Female, 15024, 0, 40, United-States, >50K
37, Private, 115289, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 102076, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
31, Private, 375680, Bachelors, 13, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, ?, <=50K
43, Private, 358199, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 40, United-States, >50K
35, State-gov, 211115, Some-college, 10, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
53, Private, 124963, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 259109, Assoc-acdm, 12, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Puerto-Rico, <=50K
64, Local-gov, 199298, 5th-6th, 3, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 45, ?, <=50K
20, ?, 129240, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
29, Federal-gov, 182344, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
32, Private, 234755, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
30, Private, 236993, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
43, State-gov, 308498, HS-grad, 9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, ?, 205396, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 4, United-States, <=50K
65, Private, 207281, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 16, United-States, <=50K
19, Private, 229431, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 11, United-States, <=50K
55, Self-emp-inc, 141807, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
20, Private, 362999, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K
45, Private, 285858, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
25, Private, 250038, Masters, 14, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
57, Private, 266189, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 42, United-States, <=50K
76, Private, 127016, 7th-8th, 4, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 46712, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 261232, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 88842, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K
36, Private, 103323, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2829, 0, 40, United-States, <=50K
59, State-gov, 186308, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 19752, 11th, 7, Never-married, Other-service, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
58, Private, 118303, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, >50K
31, Private, 433788, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
19, ?, 208874, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 181666, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 172307, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, ?, 105460, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, England, <=50K
23, Self-emp-not-inc, 519627, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 25, Mexico, <=50K
30, Self-emp-not-inc, 31510, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
31, Private, 209101, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, >50K
42, Private, 107276, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 2444, 40, United-States, >50K
17, Private, 275051, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 8, United-States, <=50K
18, Private, 139576, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 29235, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 20, United-States, <=50K
23, Private, 242375, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
27, Private, 132686, 12th, 8, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 50, United-States, <=50K
46, Private, 187715, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 201259, 11th, 7, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
46, Self-emp-not-inc, 231347, Some-college, 10, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
43, State-gov, 115005, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 337130, 1st-4th, 2, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
26, Private, 202091, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
49, Local-gov, 31339, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Self-emp-not-inc, 141185, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 55, United-States, <=50K
50, Self-emp-inc, 119099, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 99, United-States, >50K
41, Private, 168293, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
37, Private, 175390, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
23, Private, 313573, Bachelors, 13, Never-married, Sales, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
46, Self-emp-inc, 125892, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
55, Private, 334308, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 30, United-States, >50K
18, Private, 89478, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
29, Self-emp-not-inc, 144063, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K
46, Self-emp-inc, 116338, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
57, Self-emp-not-inc, 84231, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 48, United-States, <=50K
42, Private, 208726, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
23, Private, 128604, HS-grad, 9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 48, South, <=50K
47, Federal-gov, 220269, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 54560, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 185027, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 345360, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 188950, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 242488, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 5013, 0, 40, United-States, <=50K
35, Private, 62669, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
42, Federal-gov, 122861, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Private, 62793, HS-grad, 9, Divorced, Sales, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 339142, HS-grad, 9, Separated, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
25, ?, 126797, HS-grad, 9, Married-spouse-absent, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Local-gov, 29075, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
50, Private, 177896, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
52, Private, 110977, Doctorate, 16, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
37, Self-emp-not-inc, 183735, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3137, 0, 30, United-States, <=50K
33, State-gov, 108116, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 262778, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 6849, 0, 50, United-States, <=50K
25, Private, 160445, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 264936, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 191196, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 125933, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
36, Private, 316298, Bachelors, 13, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 170850, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, >50K
27, Private, 172009, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
61, ?, 167284, 7th-8th, 4, Widowed, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 201122, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 45, United-States, >50K
88, Private, 68539, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
48, Private, 174829, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 170244, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 103456, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
42, Federal-gov, 34218, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
28, Federal-gov, 53147, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
37, Private, 167415, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
28, Private, 44216, HS-grad, 9, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
32, Private, 123291, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 81206, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
34, Private, 434463, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 39, United-States, <=50K
32, Private, 263908, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 120691, Some-college, 10, Never-married, Other-service, Own-child, Black, Male, 0, 0, 35, ?, <=50K
32, Self-emp-not-inc, 56328, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States, >50K
22, Private, 192017, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 351576, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
35, Private, 231180, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
19, Self-emp-not-inc, 67929, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 50, United-States, <=50K
18, Private, 168740, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
37, Local-gov, 31023, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 134797, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
74, ?, 104661, Some-college, 10, Widowed, ?, Not-in-family, White, Female, 0, 0, 12, United-States, <=50K
52, Federal-gov, 154521, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 44, United-States, >50K
50, Private, 135643, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, China, <=50K
47, Private, 121836, Masters, 14, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 38, United-States, >50K
44, Private, 110355, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 262038, 5th-6th, 3, Married-spouse-absent, Farming-fishing, Unmarried, White, Male, 0, 0, 35, Mexico, <=50K
49, Local-gov, 304246, Masters, 14, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 70, United-States, <=50K
27, Private, 169662, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K
24, Private, 265567, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
22, Private, 361487, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, ?, 194186, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 60, United-States, <=50K
64, Self-emp-not-inc, 253296, HS-grad, 9, Widowed, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 207375, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
35, Private, 234962, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
27, Private, 263552, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 198660, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, State-gov, 144811, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 244147, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1876, 50, United-States, <=50K
23, Private, 109430, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 165134, Assoc-voc, 11, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 35, Columbia, <=50K
35, Private, 28160, Bachelors, 13, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 95465, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
58, Local-gov, 156649, 1st-4th, 2, Widowed, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
21, Private, 45607, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
43, State-gov, 101383, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Private, 102308, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 56, United-States, >50K
26, Private, 132749, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 45, United-States, <=50K
28, Private, 173673, 5th-6th, 3, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
55, Private, 113912, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 20, United-States, <=50K
18, State-gov, 342852, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Self-emp-not-inc, 119929, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Self-emp-inc, 134768, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Germany, >50K
65, ?, 36039, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 276229, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
35, Private, 139086, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 128764, 7th-8th, 4, Widowed, Transport-moving, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
51, Local-gov, 199688, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 437994, Some-college, 10, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 20, United-States, <=50K
39, Self-emp-inc, 154641, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 60, United-States, <=50K
27, Private, 198188, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2580, 0, 45, United-States, <=50K
54, Private, 46401, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 47, United-States, <=50K
29, Private, 192010, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, Poland, <=50K
29, Private, 237865, Masters, 14, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
33, Local-gov, 242150, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K
40, Private, 111067, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 80, United-States, >50K
54, Local-gov, 137678, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
44, Local-gov, 101967, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 230624, 10th, 6, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, >50K
32, Private, 281030, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 172571, Assoc-voc, 11, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
47, Private, 129513, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
22, Private, 137862, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 16, United-States, <=50K
32, Private, 207284, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-inc, 197332, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
28, Private, 37821, Assoc-voc, 11, Never-married, Sales, Unmarried, White, Female, 0, 0, 55, ?, <=50K
28, Private, 122922, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
47, Private, 51835, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1902, 60, Honduras, >50K
54, Private, 447555, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
23, Local-gov, 218678, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Federal-gov, 43953, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 117865, HS-grad, 9, Married-AF-spouse, Craft-repair, Husband, White, Male, 0, 0, 90, United-States, <=50K
35, Private, 115215, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 45, United-States, <=50K
63, Private, 154526, Some-college, 10, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 190457, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
29, Private, 221977, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
36, Private, 250791, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 48, United-States, <=50K
48, State-gov, 99086, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
17, Self-emp-inc, 254859, 11th, 7, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
59, Federal-gov, 200700, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 120672, 7th-8th, 4, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 10, United-States, <=50K
25, Local-gov, 167835, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 38, United-States, >50K
39, Private, 148903, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 4687, 0, 50, United-States, >50K
57, Private, 158077, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 200960, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
76, Self-emp-not-inc, 33213, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, ?, >50K
35, Private, 207202, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K
50, State-gov, 307392, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 184756, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
68, Private, 217424, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 24, United-States, <=50K
69, ?, 180187, Assoc-acdm, 12, Widowed, ?, Not-in-family, White, Female, 0, 0, 6, Italy, <=50K
40, State-gov, 270324, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 30, United-States, <=50K
27, Private, 284741, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
43, Private, 303051, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
62, Private, 238913, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 2829, 0, 24, United-States, <=50K
28, Private, 109621, Assoc-acdm, 12, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, ?, 230020, 5th-6th, 3, Married-civ-spouse, ?, Husband, Other, Male, 0, 0, 40, United-States, <=50K
61, Private, 95500, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 178249, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
51, Private, 171409, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 184078, 12th, 8, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, State-gov, 270721, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
20, ?, 141453, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 10, United-States, <=50K
17, Self-emp-not-inc, 36218, 11th, 7, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 20, United-States, <=50K
21, Private, 251603, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 59083, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 1672, 50, United-States, <=50K
36, Local-gov, 103886, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
62, Local-gov, 114060, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, State-gov, 283635, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 116207, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 32, United-States, <=50K
37, Private, 282951, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Self-emp-inc, 207489, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, Germany, <=50K
48, Self-emp-inc, 369522, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 25, United-States, >50K
21, Private, 29810, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
22, Private, 103277, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K
49, Private, 129513, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
38, Private, 326886, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
